Frame,Camera_Read_ms,MediaPipe_ms,Logic_ms,Input_ms,Total_System_Latency_ms,Gesture
65,9.229500021319836,83.3678999915719,0.030399998649954796,0.000900006853044033,83.4057999891229,neutral
66,6.370299961417913,79.94730002246797,0.018099963199347258,0.000600004568696022,79.97030002297834,neutral
67,7.247600005939603,76.77919999696314,0.018900027498602867,0.000500003807246685,76.80310000432655,neutral
68,9.41870000679046,81.66969998273998,0.021799991372972727,0.000700005330145359,81.69680001446977,neutral
69,7.75619997875765,85.07969998754561,0.020300038158893585,0.001100008375942707,85.105600010138,neutral
70,6.735900009516627,78.88240000465885,0.019400031305849552,0.000600004568696022,78.90670001506805,neutral
71,7.769000018015504,81.12640003673732,0.018600025214254856,0.000600004568696022,81.14960003877059,neutral
72,9.435500018298626,78.80000001750886,0.017499958630651236,0.000600004568696022,78.82250001421198,neutral
73,9.147899982053787,80.83330001682043,0.019899976905435324,0.0005999463610351086,80.85849997587502,neutral
74,8.104900014586747,82.89239997975528,0.018700025975704193,0.0005999463610351086,82.91629998711869,neutral
75,6.813800020609051,80.78259998001158,0.018900027498602867,0.0005999463610351086,80.80649998737499,neutral
76,8.782099990639836,83.00050004618242,0.026500027161091566,0.000800006091594696,83.03520001936704,neutral
77,6.985700048971921,80.85949998348951,0.01969997538253665,0.000600004568696022,80.88399999542162,neutral
78,7.694399973843247,83.47200002754107,0.018899969290941954,0.000700005330145359,83.49640003871173,neutral
79,5.707599979359657,82.97380001749843,0.018199963960796595,0.000600004568696022,82.99750002333894,neutral
80,7.837799959816039,78.45140004064888,0.018099963199347258,0.00100000761449337,78.47460004268214,neutral
81,8.591499994508922,77.33920001192018,0.018599967006593943,0.000500003807246685,77.3629000177607,neutral
82,6.819400005042553,80.45760000823066,0.03119994653388858,0.000600004568696022,80.4964000126347,neutral
83,7.860900019295514,80.88049996877089,0.01999997766688466,0.000700005330145359,80.90659999288619,neutral
84,7.363200013060123,79.45079996716231,0.018600025214254856,0.0005999463610351086,79.47429997147992,neutral
85,7.779699983075261,77.57240004139021,0.01850002445280552,0.000700005330145359,77.59649999206886,neutral
86,7.460599998012185,85.62559995334595,0.026100024115294218,0.000600004568696022,85.6575999641791,neutral
87,7.576600008178502,77.55509996786714,0.022799998987466097,0.000700005330145359,77.5832999497652,neutral
88,6.544899952132255,81.0541000100784,0.01850002445280552,0.000600004568696022,81.07750001363456,neutral
89,7.463200017809868,79.5644000172615,0.023300002794712782,0.000700005330145359,79.59440001286566,neutral
90,8.683299995027483,78.04450002731755,0.023500004317611456,0.001100008375942707,78.07400001911446,neutral
91,6.4286999986507,83.75900000100955,0.027999980375170708,0.0008999486453831196,83.7961999932304,neutral
92,6.906299968250096,78.48800002830103,0.01950003206729889,0.0006999471224844456,78.51259998278692,neutral
93,6.261600006837398,82.63289998285472,0.022799998987466097,0.000700005330145359,82.66090002143756,neutral
94,7.621700002346188,76.76340005127713,0.021600048057734966,0.000700005330145359,76.79070002632216,neutral
95,5.704400013200939,81.60599996335804,0.028099981136620045,0.000800006091594696,81.64160000160336,neutral
96,9.711600025184453,46.205999969970435,0.000400003045797348,0.000600004568696022,46.21150001185015,neutral
97,7.107499986886978,115.96990004181862,0.022599997464567423,0.000800006091594696,115.99850002676249,neutral
98,8.293699997011572,78.51329998811707,0.02039998071268201,0.000700005330145359,78.53920001070946,neutral
99,6.948599999304861,82.2770000086166,0.01839996548369527,0.000600004568696022,82.30000000912696,neutral
100,5.416299973148853,77.96550000784919,0.027699978090822697,0.0006999471224844456,77.99989997874945,neutral
101,6.150000030174851,80.24869998916984,0.018499966245144606,0.000600004568696022,80.27199999196455,neutral
102,7.831299968529493,81.57149999169633,0.019600032828748226,0.000600004568696022,81.59640000667423,neutral
103,8.00069997785613,85.3423000080511,0.02139998832717538,0.001100008375942707,85.36940003978088,neutral
104,7.17700005043298,79.37729998957366,0.02459995448589325,0.000700005330145359,79.40809999126941,neutral
105,8.347199996933341,80.60350001323968,0.018900027498602867,0.00100000761449337,80.62879997305572,neutral
106,8.139500045217574,80.27340000262484,0.021000043489038944,0.000800006091594696,80.30009997310117,neutral
107,8.217099995817989,75.69120003608987,0.01839996548369527,0.000600004568696022,75.71430003736168,neutral
108,7.361099997069687,78.00760003738105,0.029999995604157448,0.000800006091594696,78.04659998510033,neutral
109,9.110100043471903,79.67139995889738,0.023300002794712782,0.00100000761449337,79.70129995374009,neutral
110,7.4285000446252525,80.80779999727383,0.021700048819184303,0.000600004568696022,80.83609997993335,neutral
111,8.477099996525794,80.73400001740083,0.023800006601959467,0.000500003807246685,80.76380001148209,neutral
112,7.7671000035479665,80.7203000294976,0.01999997766688466,0.000700005330145359,80.74579999083653,neutral
113,7.609000022057444,75.59080002829432,0.03940000897273421,0.0011999509297311306,75.63869998557493,neutral
114,7.172499957960099,58.247000037226826,0.026100024115294218,0.000700005330145359,58.279699995182455,neutral
115,8.397200028412044,56.45249999361113,0.026099965907633305,0.001100008375942707,56.4858999568969,neutral
116,6.40800001565367,55.704700003843755,0.022599997464567423,0.000800006091594696,55.73379999259487,neutral
117,7.079700008034706,58.72890003956854,0.021799991372972727,0.000900006853044033,58.75700002070516,neutral
118,6.4005000167526305,57.31760000344366,0.042000028770416975,0.001200009137392044,57.36869998509064,neutral
119,10.016200016252697,57.18000000342727,0.023600005079060793,0.000800006091594696,57.20919999293983,neutral
120,8.794099965598434,61.87219999264926,0.029699993319809437,0.000800006091594696,61.91030004993081,neutral
121,7.727899996098131,50.132500007748604,0.000700005330145359,0.000900006853044033,50.14060001121834,neutral
122,6.653000018559396,37.682499969378114,0.000400003045797348,0.0005999463610351086,37.68749994924292,neutral
123,6.566600000951439,39.606899954378605,0.000600004568696022,0.0010999501682817936,39.61459995480254,neutral
124,10.521300020627677,40.44199996860698,0.000400003045797348,0.000800006091594696,40.44779995456338,neutral
125,8.90450004953891,39.831999980378896,0.000500003807246685,0.000600004568696022,39.83749996405095,neutral
126,8.669699949678034,39.15120003512129,0.000600004568696022,0.000600004568696022,39.15690002031624,neutral
127,9.132799983490258,37.901600007899106,0.000500003807246685,0.000700005330145359,37.907699996139854,neutral
128,6.300900015048683,38.39069994864985,0.000600004568696022,0.000500003807246685,38.39559998596087,neutral
129,9.163000038824975,40.07909999927506,0.000600004568696022,0.000700005330145359,40.08519998751581,neutral
130,7.3994999984279275,38.69689995190129,0.000400003045797348,0.000700005330145359,38.7021999922581,neutral
131,9.283199964556843,39.29530002642423,0.000400003045797348,0.000600004568696022,39.30160001618788,neutral
132,8.874499995727092,39.46499997982755,0.000700005330145359,0.000700005330145359,39.47130002779886,neutral
133,9.565700020175427,38.8758999761194,0.000500003807246685,0.000600004568696022,38.881000014953315,neutral
134,10.356199985835701,38.50880003301427,0.000900006853044033,0.000600004568696022,38.51480002049357,neutral
135,8.212799963075668,38.963800005149096,0.000300002284348011,0.000900006853044033,38.96869998425245,neutral
136,7.788400049321353,37.23879996687174,0.000600004568696022,0.0005999463610351086,37.24459995282814,neutral
137,6.277599954046309,116.2082000519149,0.02110004425048828,0.00100000761449337,116.23510002391413,neutral
138,8.121900027617812,48.13919996377081,0.000400003045797348,0.000900006853044033,48.145300010219216,neutral
139,5.474300007335842,122.6108000264503,0.02329994458705187,0.000800006091594696,122.64060002053156,neutral
140,7.042800018098205,46.98579997057095,0.000400003045797348,0.00100000761449337,46.991400013212115,neutral
141,7.289999979548156,37.115100014489144,0.00029994407668709755,0.000800006091594696,37.12180000729859,neutral
142,8.200199983548373,40.62129999510944,0.000300002284348011,0.000800006091594696,40.62700003851205,neutral
143,6.180099968332797,36.58820001874119,0.00039994483813643456,0.000500003807246685,36.59400000469759,neutral
144,8.702600025571883,37.7102000056766,0.000400003045797348,0.000800006091594696,37.71609999239445,neutral
145,6.673900003079325,118.40179999126121,0.020799983758479357,0.000600004568696022,118.42800001613796,neutral
146,9.902699966914952,42.72190004121512,0.000300002284348011,0.000800006091594696,42.72690002107993,neutral
147,8.254799991846085,39.84649997437373,0.000400003045797348,0.0006999471224844456,39.85239996109158,neutral
148,6.4011000213213265,41.84939997503534,0.000400003045797348,0.000700005330145359,41.85539996251464,neutral
149,5.8871000073850155,38.91010000370443,0.000400003045797348,0.000700005330145359,38.91539998585358,neutral
150,9.416399989277124,42.72500000661239,0.000600004568696022,0.000500003807246685,42.72970004240051,neutral
151,6.882900022901595,36.97770001599565,0.000400003045797348,0.00100000761449337,36.98330000042915,neutral
152,7.260999991558492,38.1259000278078,0.000400003045797348,0.000600004568696022,38.13110000919551,neutral
153,9.056399983819574,41.29270004341379,0.000400003045797348,0.000600004568696022,41.297600022517145,neutral
154,8.619200030807406,38.34859997732565,0.000400003045797348,0.000600004568696022,38.35459996480495,neutral
155,6.3801000360399485,39.68430001987144,0.000300002284348011,0.000800006091594696,39.69040000811219,neutral
156,6.601300032343715,37.63579996302724,0.000300002284348011,0.000800006091594696,37.64059999957681,neutral
157,7.274600036907941,37.277799972798675,0.000300002284348011,0.000500003807246685,37.28279995266348,neutral
158,7.388199970591813,39.678000030107796,0.000400003045797348,0.000700005330145359,39.68330001225695,neutral
159,7.171100005507469,38.37609995389357,0.000400003045797348,0.001100008375942707,38.38260000338778,neutral
160,8.360600040759891,85.21549997385591,0.000400003045797348,0.000600004568696022,85.22029995219782,neutral
161,7.044499972835183,38.85970002738759,0.000200001522898674,0.000700005330145359,38.86500000953674,neutral
162,8.915900019928813,39.5085999625735,0.000400003045797348,0.000600004568696022,39.51430000597611,neutral
163,9.448599943425506,40.69380002329126,0.000500003807246685,0.000600004568696022,40.7011000206694,neutral
164,7.613800000399351,37.26540005300194,0.000500003807246685,0.000700005330145359,37.27170004276559,neutral
165,8.973199990577996,39.48479995597154,0.000300002284348011,0.000700005330145359,39.49029999785125,neutral
166,5.700600042473525,40.41999997571111,0.000400003045797348,0.0005999463610351086,40.424699953291565,neutral
167,7.591200002934784,40.44599999906495,0.000400003045797348,0.000800006091594696,40.4522999888286,neutral
168,7.185299997217953,40.00969999469817,0.00100000761449337,0.001300009898841381,40.018900006543845,neutral
169,5.978900007903576,37.526800006162375,0.000400003045797348,0.000700005330145359,37.532899994403124,neutral
170,9.224999987054616,42.20309999072924,0.000600004568696022,0.000800006091594696,42.21069999039173,neutral
171,7.562300015706569,37.13250003056601,0.000500003807246685,0.000700005330145359,37.13760001119226,neutral
172,7.622899953275919,39.92030001245439,0.000300002284348011,0.000500003807246685,39.92500004824251,neutral
173,6.664699991233647,37.81960002379492,0.00029994407668709755,0.00100000761449337,37.82500000670552,neutral
174,8.003999944776297,36.98680002707988,0.000500003807246685,0.000700005330145359,36.993700021412224,neutral
175,6.147100008092821,39.24740001093596,0.0007999478839337826,0.00100000761449337,39.25630002049729,neutral
176,7.135600026231259,39.02999998535961,0.000400003045797348,0.000900006853044033,39.03609997360036,neutral
177,8.132099988870323,38.159399991855025,0.000300002284348011,0.000600004568696022,38.16450003068894,neutral
178,8.36530001834035,41.76629998255521,0.000700005330145359,0.00100000761449337,41.77239997079596,neutral
179,7.831499970052391,38.18400000454858,0.000700005330145359,0.00100000761449337,38.19150000344962,neutral
180,7.472499972209334,40.74680001940578,0.000500003807246685,0.001400010660290718,40.755300025921315,neutral
181,7.817599980626255,40.26659997180104,0.000700005330145359,0.001200009137392044,40.27579998364672,neutral
182,9.133499988820404,82.4558999738656,0.000400003045797348,0.000600004568696022,82.46110001346096,neutral
183,8.613699988927692,37.85100003005937,0.000400003045797348,0.000700005330145359,37.85690001677722,neutral
184,6.6524000139907,81.60809997934848,0.000300002284348011,0.000500003807246685,81.6132000181824,neutral
185,7.615999958943576,83.15510000102222,0.000300002284348011,0.000800006091594696,83.16010003909469,neutral
186,6.845499970950186,38.8645000057295,0.000400003045797348,0.0011999509297311306,38.87019999092445,neutral
187,6.845399970188737,80.55569999851286,0.000300002284348011,0.000600004568696022,80.56080003734678,neutral
188,9.469299984630197,82.19320001080632,0.000300002284348011,0.000600004568696022,82.19780004583299,neutral
189,7.807900023180991,41.221699968446046,0.000300002284348011,0.000600004568696022,41.22680000727996,neutral
190,8.468999993056059,37.97319997102022,0.000300002284348011,0.000800006091594696,37.97940001823008,neutral
191,9.927800041623414,39.150799973867834,0.000700005330145359,0.00100000761449337,39.15689996210858,neutral
192,6.9500000099651515,36.98659996734932,0.000400003045797348,0.000600004568696022,36.99229995254427,neutral
193,7.133699953556061,37.22080000443384,0.000400003045797348,0.0012999516911804676,37.227699998766184,neutral
194,6.78719999268651,37.699999986216426,0.000400003045797348,0.000700005330145359,37.707399984356016,neutral
195,8.70139995822683,41.57530004158616,0.000300002284348011,0.000600004568696022,41.58030002145097,neutral
196,6.592900026589632,38.888399954885244,0.000300002284348011,0.000700005330145359,38.89359999448061,neutral
197,6.6995000233873725,42.17719996813685,0.000300002284348011,0.000600004568696022,42.183500016108155,neutral
198,6.041000015102327,36.55119996983558,0.000300002284348011,0.00100000761449337,36.556500010192394,neutral
199,8.221999974921346,39.75729999365285,0.000600004568696022,0.000900006853044033,39.765499997884035,neutral
200,6.8651000037789345,39.934500004164875,0.000500003807246685,0.0010999501682817936,39.94089999468997,neutral
201,7.1291999774985015,42.56070003611967,0.000300002284348011,0.001200009137392044,42.568800039589405,neutral
202,7.200099993497133,43.07519999565557,0.000400003045797348,0.000700005330145359,43.08040003525093,neutral
203,6.72649999614805,36.56489995773882,0.000400003045797348,0.000700005330145359,36.57070000190288,neutral
204,7.666299992706627,83.84420000948012,0.000300002284348011,0.0005999463610351086,83.84879998629913,neutral
205,5.855800001882017,40.16340000089258,0.000600004568696022,0.00100000761449337,40.17079999903217,neutral
206,6.99599995277822,37.96660003717989,0.000300002284348011,0.00100000761449337,37.97180001856759,neutral
207,7.11920001776889,40.53539998130873,0.000300002284348011,0.000600004568696022,40.54010001709685,neutral
208,7.680699985940009,37.701499997638166,0.000400003045797348,0.000700005330145359,37.70700003951788,neutral
209,8.692800009157509,40.950800001155585,0.000400003045797348,0.000600004568696022,40.95639998558909,neutral
210,7.633000030182302,40.14709999319166,0.00029994407668709755,0.000600004568696022,40.151999972295016,neutral
211,9.812899981625378,41.34990001330152,0.000300002284348011,0.0005999463610351086,41.35449999012053,neutral
212,7.640199968591332,112.88040003273636,0.017499958630651236,0.000600004568696022,112.90270002791658,neutral
213,5.903500015847385,76.7774999840185,0.021799991372972727,0.000800006091594696,76.80460001574829,neutral
214,8.410900016315281,75.89949999237433,0.018599967006593943,0.000700005330145359,75.92360000126064,neutral
215,7.744900009129196,81.09470002818853,0.02180004958063364,0.000700005330145359,81.1219000024721,neutral
216,7.753600017167628,77.89969997247681,0.03350002225488424,0.000400003045797348,77.93999998830259,jump
217,6.587499985471368,83.87500001117587,0.02300000051036477,0.000300002284348011,83.90289999078959,jump
218,6.545000011101365,78.75489996513352,0.022899999748915434,0.000500003807246685,78.7836000090465,jump
219,5.3449999541044235,82.49710005475208,0.019700033590197563,0.00039994483813643456,82.52110000466928,jump
220,8.646800008136779,80.77949995640665,0.036299985367804766,0.000600004568696022,80.82329999888316,jump
221,7.282300037331879,75.39379998343065,0.019099970813840628,0.000300002284348011,75.41669998317957,jump
222,7.715499959886074,79.50650004204363,0.01950003206729889,0.000600004568696022,79.53049999196082,jump
223,8.124199986923486,79.13159998133779,0.020499981474131346,0.000400003045797348,79.15700000012293,jump
224,8.260399976279587,78.53840000461787,0.02080004196614027,0.000600004568696022,78.56420002644882,jump
225,6.7206000094302,77.36629998544231,0.02440001117065549,0.000400003045797348,77.39809999475256,jump
226,6.799999973736703,77.25810003466904,0.02300000051036477,0.000300002284348011,77.28650001809001,jump
227,8.653199998661876,79.49949998874217,0.01910002902150154,0.000300002284348011,79.52309999382123,jump
228,7.592500012833625,79.33020003838465,0.019900035113096237,0.000300002284348011,79.35469999210909,jump
229,8.34289996419102,76.31670002592728,0.02139998832717538,0.00019994331523776054,76.34289999259636,jump
230,6.522200012113899,82.2768000070937,0.026399968191981316,0.000500003807246685,82.30910002021119,jump
231,7.676199951674789,45.27760000200942,0.000400003045797348,0.000800006091594696,45.283200044650584,neutral
232,5.972800019662827,36.66230000089854,0.000400003045797348,0.000600004568696022,36.66709997924045,neutral
233,8.102499996311963,43.04639995098114,0.000600004568696022,0.000900006853044033,43.05359994759783,neutral
234,6.430899957194924,38.475000008475035,0.000400003045797348,0.000800006091594696,38.48180000204593,neutral
235,7.708700024522841,41.611599968746305,0.000700005330145359,0.000700005330145359,41.61769995698705,neutral
236,6.4486999763175845,37.40939998533577,0.000500003807246685,0.000500003807246685,37.414300022646785,neutral
237,6.3859999645501375,38.610100047662854,0.000400003045797348,0.00100000761449337,38.61490002600476,neutral
238,8.023400034289807,38.35330001311377,0.000400003045797348,0.001200009137392044,38.361100014299154,neutral
239,7.6985000050626695,37.68019995186478,0.000300002284348011,0.000600004568696022,37.68459998536855,neutral
240,8.641700027510524,37.17889997642487,0.000500003807246685,0.000700005330145359,37.18519996618852,neutral
241,6.275899999309331,37.359400012064725,0.000300002284348011,0.000500003807246685,37.363699986599386,neutral
242,8.37250001495704,38.87449996545911,0.000600004568696022,0.000600004568696022,38.879500003531575,neutral
243,5.5609000264666975,38.32059999695048,0.000300002284348011,0.0005999463610351086,38.32589997909963,neutral
244,7.232100004330277,40.20759998820722,0.000400003045797348,0.000500003807246685,40.21230002399534,neutral
245,8.475100039504468,38.93699997570366,0.000300002284348011,0.000900006853044033,38.94239995861426,neutral
246,8.969200018327683,38.12209999887273,0.000400003045797348,0.000700005330145359,38.12769998330623,neutral
247,7.041399949230254,39.15910003706813,0.000400003045797348,0.000800006091594696,39.16460002074018,neutral
248,8.896399987861514,37.0400000247173,0.000400003045797348,0.000900006853044033,37.046800018288195,neutral
249,6.244699994567782,37.50660002697259,0.000400003045797348,0.000900006853044033,37.51170000759885,neutral
250,7.911600056104362,38.57749997405335,0.000800006091594696,0.000600004568696022,38.583199959248304,neutral
251,12.0943000074476,37.70059999078512,0.000400003045797348,0.000800006091594696,37.706199975218624,neutral
252,7.820900005754083,40.105000021867454,0.000500003807246685,0.000700005330145359,40.11340002762154,neutral
253,8.020900015253574,37.612699961755425,0.000400003045797348,0.000600004568696022,37.61810000287369,neutral
254,8.616600011009723,37.5793999992311,0.000400003045797348,0.000600004568696022,37.58489998290315,neutral
255,8.85559996822849,38.69990003295243,0.000500003807246685,0.001100008375942707,38.706300023477525,neutral
256,8.54579999577254,38.22510002646595,0.000400003045797348,0.000700005330145359,38.230400008615106,neutral
257,6.813100015278906,44.50640000868589,0.000300002284348011,0.000600004568696022,44.51139998855069,neutral
258,7.960500020999461,36.857100029010326,0.000500003807246685,0.000900006853044033,36.86550003476441,neutral
259,9.11330000963062,36.33390000322834,0.000300002284348011,0.000500003807246685,36.338399979285896,neutral
260,8.263699943199754,43.31500001717359,0.000400003045797348,0.000600004568696022,43.320000055246055,neutral
261,7.4078000034205616,40.781699994113296,0.000600004568696022,0.000500003807246685,40.78760003903881,neutral
262,8.361699990928173,40.470800013281405,0.000300002284348011,0.0005999463610351086,40.475299989338964,neutral
263,7.418300025165081,80.14779997756705,0.000300002284348011,0.000500003807246685,80.15270001487806,neutral
264,7.564699975773692,39.748000039253384,0.000300002284348011,0.000500003807246685,39.75310001987964,neutral
265,8.484799996949732,40.1661999640055,0.000300002284348011,0.000700005330145359,40.171700005885214,neutral
266,8.42889997875318,39.30830000899732,0.000300002284348011,0.000600004568696022,39.313599991146475,neutral
267,7.750699995085597,38.24770002393052,0.000600004568696022,0.000500003807246685,38.25240000151098,neutral
268,9.509399998933077,37.75299998233095,0.000400003045797348,0.00100000761449337,37.7582999644801,neutral
269,7.78290000744164,40.39300000295043,0.000500003807246685,0.000600004568696022,40.39789998205379,neutral
270,8.475299982819706,41.119800007436424,0.00029994407668709755,0.000700005330145359,41.12489998806268,neutral
271,7.722300011664629,38.45819999696687,0.000500003807246685,0.000600004568696022,38.46379998140037,neutral
272,9.322599973529577,38.43850002158433,0.000400003045797348,0.001100008375942707,38.444100006017834,neutral
273,8.086099987849593,38.30359998391941,0.000400003045797348,0.000600004568696022,38.30880002351478,neutral
274,5.955100001301616,36.89509996911511,0.000400003045797348,0.000600004568696022,36.89980000490323,neutral
275,7.549699977971613,115.21319998428226,0.019900035113096237,0.000300002284348011,115.23749999469146,jump
276,8.318600011989474,46.291799983009696,0.000300002284348011,0.000600004568696022,46.29729996668175,neutral
277,6.667100009508431,38.238000008277595,0.000400003045797348,0.0005999463610351086,38.242199982050806,neutral
278,5.289199994876981,38.31889998400584,0.000400003045797348,0.0006999471224844456,38.3235999615863,neutral
279,8.827999990899116,38.80480001680553,0.000300002284348011,0.0007999478839337826,38.81180001189932,neutral
280,7.721100002527237,116.03199999080971,0.021299987565726042,0.000400003045797348,116.05880002025515,jump
281,6.189099978655577,45.88340001646429,0.000700005330145359,0.000400003045797348,45.8883999963291,neutral
282,7.840699981898069,40.44810001505539,0.000400003045797348,0.000500003807246685,40.45339999720454,neutral
283,6.298699998296797,39.770099974703044,0.000400003045797348,0.000600004568696022,39.77510001277551,neutral
284,7.957599998917431,79.37369996216148,0.000500003807246685,0.000700005330145359,79.3788000009954,neutral
285,7.760399952530861,119.73840004066005,0.019799976143985987,0.000300002284348011,119.76300005335361,jump
286,7.081099960487336,45.54409999400377,0.000400003045797348,0.00100000761449337,45.54950003512204,neutral
